Driver,Team,Compound,TrackStatus,LapNumber,LapNumber_filled,LapNumberSquared,RaceProgress,Stint,Stint_filled,PreviousLapTimeSeconds,PreviousLapTimeDelta,PreviousLapTimeRollingMean3,PreviousLapTimeRollingStd3,IsSoft,IsMedium,IsHard,Target_NextLapTimeSeconds
BOT,Kick Sauber,HARD,1,31.0,31.0,961.0,0.5849056603773585,1.0,1.0,86.022,-0.8049999999999926,86.21766666666667,0.5388379471913519,0,0,1,87.859
BOT,Kick Sauber,HARD,1,32.0,32.0,1024.0,0.6037735849056604,1.0,1.0,86.004,-0.018000000000000682,86.28433333333334,0.47004928819582187,0,0,1,90.924
BOT,Kick Sauber,HARD,1,33.0,33.0,1089.0,0.6226415094339622,1.0,1.0,87.859,1.8549999999999898,86.62833333333333,1.0658265962779558,0,0,1,105.462
BOT,Kick Sauber,MEDIUM,1,34.0,34.0,1156.0,0.6415094339622641,2.0,2.0,90.924,3.065000000000012,88.26233333333334,2.484674693663894,0,1,0,85.336
BOT,Kick Sauber,MEDIUM,1,35.0,35.0,1225.0,0.660377358490566,2.0,2.0,105.462,14.537999999999997,94.74833333333333,9.404017563431864,0,1,0,85.114
BOT,Kick Sauber,MEDIUM,1,36.0,36.0,1296.0,0.6792452830188679,2.0,2.0,85.336,-20.126000000000005,93.90733333333333,10.389378101375213,0,1,0,85.213
BOT,Kick Sauber,MEDIUM,1,37.0,37.0,1369.0,0.6981132075471698,2.0,2.0,85.114,-0.2219999999999942,91.97066666666667,11.684364652531798,0,1,0,86.704
BOT,Kick Sauber,MEDIUM,1,38.0,38.0,1444.0,0.7169811320754716,2.0,2.0,85.213,0.09899999999998954,85.221,0.1112160060427407,0,1,0,85.081
BOT,Kick Sauber,MEDIUM,1,39.0,39.0,1521.0,0.7358490566037735,2.0,2.0,86.704,1.4909999999999997,85.677,0.8907844857204099,0,1,0,85.16
BOT,Kick Sauber,MEDIUM,1,40.0,40.0,1600.0,0.7547169811320755,2.0,2.0,85.081,-1.6229999999999905,85.666,0.901353981519012,0,1,0,86.31
BOT,Kick Sauber,MEDIUM,1,41.0,41.0,1681.0,0.7735849056603774,2.0,2.0,85.16,0.07899999999999352,85.64833333333333,0.9150870632532748,0,1,0,86.036
BOT,Kick Sauber,MEDIUM,1,42.0,42.0,1764.0,0.7924528301886793,2.0,2.0,86.31,1.1500000000000057,85.517,0.6878931603091821,0,1,0,84.637
BOT,Kick Sauber,MEDIUM,1,43.0,43.0,1849.0,0.8113207547169812,2.0,2.0,86.036,-0.2740000000000009,85.83533333333332,0.6006873840306214,0,1,0,84.792
BOT,Kick Sauber,MEDIUM,1,44.0,44.0,1936.0,0.8301886792452831,2.0,2.0,84.637,-1.399000000000001,85.661,0.8973299281759064,0,1,0,84.588
